Área comercial,Municipio,Estado,UF do estado,Equipe comercial,Porte,Contatos
Tosper - BA,Itagi,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Constantina,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Constantina,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Digital - SC,Canelinha,Santa Catarina,SC,Pequenas Contas - (Digital - SC),Porte 1 - Pequenas contas,Canal Direto: (48) 99146-7330
Digital - SC,Canelinha,Santa Catarina,SC,Pequenas Contas - (Digital - SC),Porte 1 - Pequenas contas,Canal Direto: (48) 99146-7330
Digital - SC,Canelinha,Santa Catarina,SC,Pequenas Contas - (Digital - SC),Porte 1 - Pequenas contas,Canal Direto: (48) 99146-7330
Digital - SC,Canelinha,Santa Catarina,SC,Pequenas Contas - (Digital - SC),Porte 1 - Pequenas contas,Canal Direto: (48) 99146-7330
FAEE - SC,Bom Jesus,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
FAEE - SC,Bom Jesus,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
Delta - RS,Boa Vista das Missões,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Boa Vista das Missões,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
ASI - MG,Bandeira do Sul,Minas Gerais,MG,ASI - MG,Porte 1 - Pequenas contas,(31) 2511 - 7252 / (31) 2780 - 0347 |  asi@asimg.com.br |  https://www.asi.com.br/areadocliente
ASI - MG,Bandeira do Sul,Minas Gerais,MG,ASI - MG,Porte 1 - Pequenas contas,(31) 2511 - 7252 / (31) 2780 - 0347 |  asi@asimg.com.br |  https://www.asi.com.br/areadocliente
Staf Sistemas - MS,Aparecida do Taboado,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Taquaral,São Paulo,SP,CSM - SP,Porte 1 - Pequenas contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Casp Vale - SP,São José dos Campos,São Paulo,SP,Casp Vale - SP,Porte 3 -  Grandes Contas,"(Financeiro — 12 99603-1032
Técnico (Contabilidade/Planejamento/Tesouraria) — 12 99603-1030
Arrecadação e Fiscalização — 12 99745-7223 / 17 99677-1552
Recursos Humanos — 12 99732-7222 / 12 98863-8657
Compras e Contratos — 12 99760-3872 / 17 99677-1552
Saúde e Farmácia — 12 99786-2759 )| contato@caspvale.com.br
| https://www.caspvale.com.br/index.html"
Delta - RS,Campo Bom,Rio Grande do Sul,RS,Delta - RS,Porte 2 -  Médias contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Status - AC,Capixaba,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Marilândia do Sul,Paraná,PR,Publis - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
FAEE - SC,Flor do Sertão,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
BW Sistemas - SP,Mesópolis,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Converge - AM,Itacoatiara,Amazonas,AM,Converge - AM/RR/AP,Porte 3 -  Grandes Contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Prodasp - PR,Pitangueiras,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - CE,Maracanaú,Ceará,CE,Publis - CE,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
JLA - RS,Paim Filho,Rio Grande do Sul,RS,Pequenas Contas - (JLA - RS),Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Custom - RJ,Porto Real,Rio de Janeiro,RJ,Custom - RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Angélica,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Denise,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
BW Sistemas - SP,Três Fronteiras,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Palestina,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Nipoã,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Converge - AM,Autazes,Amazonas,AM,Converge - AM/RR/AP,Porte 2 -  Médias contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Staf Sistemas - MS,Bodoquena,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Batatais,São Paulo,SP,CSM - SP,Porte 2 -  Médias contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
ASI - MG,Sarzedo,Minas Gerais,MG,ASI - MG,Porte 2 -  Médias contas,(31) 2511 - 7252 / (31) 2780 - 0347 |  asi@asimg.com.br |  https://www.asi.com.br/areadocliente
Status - AC,Bujari,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Pantano Grande,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Staf Sistemas - MS,Laguna Carapã,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Socorro,São Paulo,SP,CSM - SP,Porte 2 -  Médias contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
BW Sistemas - SP,Planalto,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Aspásia,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
CMM - MG,Itaúna,Minas Gerais,MG,CMM - MG,Porte 3 -  Grandes Contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
Sigma - MG,Campos Gerais,Minas Gerais,MG,Sigma - MG,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Belo Oriente,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Estrela Velha,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Status - AC,Acrelândia,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Status - AC,Assis Brasil,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
ASI - MG,Uruana de Minas,Minas Gerais,MG,ASI - MG,Porte 1 - Pequenas contas,(31) 2511 - 7252 / (31) 2780 - 0347 |  asi@asimg.com.br |  https://www.asi.com.br/areadocliente
Staf Sistemas - MS,Sapezal,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CSM - SP,Mirante do Paranapanema,São Paulo,SP,CSM - SP,Porte 1 - Pequenas contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
BW Sistemas - SP,Ipiguá,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Sebastianópolis do Sul,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Nhandeara,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Solução Tecnologia - MG,Iapu,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Lucas do Rio Verde,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Tamarana,Paraná,PR,Publis - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Sabáudia,Paraná,PR,Publis - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Vella - PR,Paulo Frontin,Paraná,PR,Pequenas Contas - (Vella - PR),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
BW Sistemas - SP,General Salgado,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Delta - RS,São José do Hortêncio,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Bom Princípio,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Cacique Doble,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Sistemática - PA,Viseu,Pará,PA,Pequenas Contas - (Sistemática - PA),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Sispel - RO,Primavera de Rondônia,Rondônia,RO,Sispel - RO,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Status - AC,Feijó,Acre,AC,Status - AC,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Status - AC,Plácido de Castro,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
BW Sistemas - SP,Rincão,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Neves Paulista,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
CSM - SP,Cravinhos,São Paulo,SP,CSM - SP,Porte 2 -  Médias contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Staf Sistemas - MS,Caarapó,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Boninal,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Viadutos,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
CSM - SP,Aguaí,São Paulo,SP,CSM - SP,Porte 2 -  Médias contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Status - AC,Xapuri,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
BW Sistemas - SP,São João de Iracema,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Delta - RS,Rondinha,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Arroio do Tigre,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Staf Sistemas - MS,Dourados,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Nova Santa Bárbara,Paraná,PR,Publis - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - RJ,Cambuci,Rio de Janeiro,RJ,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
BW Sistemas - SP,Santa Fé do Sul,São Paulo,SP,BW Sistemas - SP,Porte 2 -  Médias contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Guarani d'Oeste,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Turiúba,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Nova Castilho,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
BW Sistemas - SP,Gastão Vidigal,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Converge - AM,Canutama,Amazonas,AM,Converge - AM/RR/AP,Porte 1 - Pequenas contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Prodasp - PR,São Carlos do Ivaí,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
CMM - MG,Conselheiro Lafaiete,Minas Gerais,MG,CMM - MG,Porte 3 -  Grandes Contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
Prodasp - PR,Bom Sucesso,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Mirassol d'Oeste,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Nova Xavantina,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
BW Sistemas - SP,Nova Luzitânia,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
Sigma - MG,Andradas,Minas Gerais,MG,Sigma - MG,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Vale do Sol,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Jacuizinho,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Staf Sistemas - MS,Nova Nazaré,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Converge - AM,Urucurituba,Amazonas,AM,Converge - AM/RR/AP,Porte 1 - Pequenas contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
CSM - SP,Águas de São Pedro,São Paulo,SP,CSM - SP,Porte 1 - Pequenas contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Delta - RS,São José do Ouro,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Delta - RS,Mata,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Vista Sistemas - PR,Santo Antônio do Paraíso,Paraná,PR,Vista Sistemas - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Solução Tecnologia - MG,Santana da Vargem,Minas Gerais,MG,Solução - MG,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Novo Santo Antônio,Mato Grosso,MT,Staf Sistemas - MS/MT,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Dilermando de Aguiar,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
BW Sistemas - SP,Terra Roxa,São Paulo,SP,BW Sistemas - SP,Porte 1 - Pequenas contas,(17) 3874-1210 | contato@bwinformatica.com.br | https://www.bwinformatica.com.br/Contato
FAEE - SC,Marema,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
FAEE - SC,Entre Rios,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
Custom - RJ,Piraí,Rio de Janeiro,RJ,Custom - RJ,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
FAEE - SC,Formosa do Sul,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
CMM - MG,Alfenas,Minas Gerais,MG,CMM - MG,Porte 2 -  Médias contas,( (31) 4042-1167 / (31) 3197-0867) | | (Contábil: suporte.contabil@cmmsistemas.com.br / Gestão de Materiais: suporte.materiais@cmmsistemas.com.br / Folha/RH: suporte.folha@cmmsistemas.com.br / Arrecadação: suporte.arrecadacao@cmmsistemas.com.br / Gestão em Educação: suporte.educacao@cmmsistemas.com.br / Informática/TI: suporte.informatica@cmmsistemas.com.br) | https://cmmsistemas.com.br/suporte/
Status - AC,Cruzeiro do Sul,Acre,AC,Status - AC,Porte 3 -  Grandes Contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Tosper - BA,Madre de Deus,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - ES,Brejetuba,Espírito Santo,ES,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Vista Sistemas - PR,Siqueira Campos,Paraná,PR,Vista Sistemas - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Assaí,Paraná,PR,Publis - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Prodasp - PR,Alto Paraná,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
FAEE - SC,Bom Jesus,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
Espyl - PR,Nova Aurora,Paraná,PR,Espyl - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Staf Sistemas - MS,Maracaju,Mato Grosso do Sul,MS,Staf Sistemas - MS,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
ASI - MG,Alterosa,Minas Gerais,MG,ASI - MG,Porte 1 - Pequenas contas,(31) 2511 - 7252 / (31) 2780 - 0347 |  asi@asimg.com.br |  https://www.asi.com.br/areadocliente
FAEE - SC,Xanxerê,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 2 -  Médias contas,Canal Direto: (49) 3433-3478
FAEE - SC,Quilombo,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
FAEE - SC,Coronel Freitas,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
FAEE - SC,Santiago do Sul,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
FAEE - SC,União do Oeste,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
Prodasp - PR,Lobato,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Vella - PR,Mandirituba,Paraná,PR,Pequenas Contas - (Vella - PR),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
FAEE - SC,São Domingos,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
CSM - SP,Corumbataí,São Paulo,SP,CSM - SP,Porte 1 - Pequenas contas,(16) 3797-6333 | E-mail: diretoria@csmsoft.com.br
Converge - AM,Guajará,Amazonas,AM,Converge - AM/RR/AP,Porte 1 - Pequenas contas,(+55 92 8432-6005 / +55 92 8432-6005) | contato@convergetec.com.br | https://convergetec.com.br/contato/
Status - AC,Senador Guiomard,Acre,AC,Status - AC,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Publis - PR,Jaguariaíva,Paraná,PR,Pequenas Contas - (Publis - PR),Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Espyl - PR,Vera Cruz do Oeste,Paraná,PR,Espyl - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Espyl - PR,São Pedro do Iguaçu,Paraná,PR,Espyl - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Espyl - PR,Capitão Leônidas Marques,Paraná,PR,Espyl - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Custom - RJ,Itatiaia,Rio de Janeiro,RJ,Custom - RJ,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Casp Vale - SP,Areias,São Paulo,SP,Casp Vale - SP,Porte 1 - Pequenas contas,"(Financeiro — 12 99603-1032
Técnico (Contabilidade/Planejamento/Tesouraria) — 12 99603-1030
Arrecadação e Fiscalização — 12 99745-7223 / 17 99677-1552
Recursos Humanos — 12 99732-7222 / 12 98863-8657
Compras e Contratos — 12 99760-3872 / 17 99677-1552
Saúde e Farmácia — 12 99786-2759 )| contato@caspvale.com.br
| https://www.caspvale.com.br/index.html"
Tosper - BA,Piatã,Bahia,BA,Pequenas Contas - (Tosper - BA),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
FAEE - SC,Cordilheira Alta,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
Vella - PR,Vitorino,Paraná,PR,Pequenas Contas - (Vella - PR),Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Projeta - ES,Atilio Vivacqua,Espírito Santo,ES,Projeta - ES/RJ,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Capão Bonito do Sul,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
FAEE - SC,Irati,Santa Catarina,SC,Pequenas Contas - (FAEE - SC),Porte 1 - Pequenas contas,Canal Direto: (49) 3433-3478
Casp Vale - SP,São José do Barreiro,São Paulo,SP,Casp Vale - SP,Porte 1 - Pequenas contas,"(Financeiro — 12 99603-1032
Técnico (Contabilidade/Planejamento/Tesouraria) — 12 99603-1030
Arrecadação e Fiscalização — 12 99745-7223 / 17 99677-1552
Recursos Humanos — 12 99732-7222 / 12 98863-8657
Compras e Contratos — 12 99760-3872 / 17 99677-1552
Saúde e Farmácia — 12 99786-2759 )| contato@caspvale.com.br
| https://www.caspvale.com.br/index.html"
Prodasp - PR,Mandaguaçu,Paraná,PR,Prodasp - PR,Porte 2 -  Médias contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Delta - RS,Quevedos,Rio Grande do Sul,RS,Delta - RS,Porte 1 - Pequenas contas,(51)3235-4200 | mailto:delta@deltainf.com.br | https://deltainf.com.br/portal-do-cliente/
Prodasp - PR,Munhoz de Melo,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Prodasp - PR,Inajá,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Prodasp - PR,Santo Antônio do Caiuá,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
Prodasp - PR,Floraí,Paraná,PR,Prodasp - PR,Porte 1 - Pequenas contas,(48) 99999-9999 / Email.@teste.com / www.betha.com.br
